SEA,LA,DEN,CLE,HOU,MIN,GB,LAC,PHI,DET,CAR,ATL,ARI,CHI,TEN,WAS,SF,BAL,PIT,NYG,KC,NYJ,JAX,NO,IND,TB,BUF,LV,NE,MIA,CIN,DAL
0.1216138768423649,0.11278667204626412,0.11014664044472552,0.08276315176898513,0.08197662593954445,0.0791087140532505,0.06314674919986409,0.060705763283518295,0.051088943026841985,0.04810581183693313,0.03941164188262177,0.02611436250708675,0.021810680315261045,0.016560671081121206,0.015844572846916746,0.012091608652584088,-0.00514313782500031,-0.005342116879079747,-0.010103194102089465,-0.020936968817902704,-0.021769634138550806,-0.02667973163467656,-0.03234735948791184,-0.03340560900471254,-0.034092577264468155,-0.04193112203607349,-0.049868567514053566,-0.05050143024269473,-0.06166210623140675,-0.07281958087083654,-0.0761311946780152,-0.1877501928058057
