WAS,BAL,MIA,GB,PHI,IND,BUF,LA,NO,KC,JAX,CLE,HOU,CAR,TB,SEA,ARI,PIT,MIN,DAL,DET,ATL,CHI,NYJ,LAC,NYG,SF,CIN,DEN,TEN,NE,LV
0.2551329547947572,0.20876592010938688,0.1531720444079304,0.1447147146218713,0.10895427848291121,0.10392452678268542,0.09981951588534793,0.09355322155386996,0.0876661331062806,0.07994670587246976,0.07504246005689996,0.07308365997771668,0.06560117122690759,0.06398320583218745,0.06374353523704313,0.0545174654642402,0.04434942325139839,0.03249092017810906,0.015342383955902119,0.014417410990276443,0.013282359444165191,0.008164811447566023,-0.0055979061604315705,-0.030334673969590747,-0.05383429555198904,-0.055429361383649144,-0.056121283345662604,-0.11302026832028293,-0.11906625526512679,-0.13587410473297346,-0.13738939391160437,-0.2651869231227406
