DET,LV,GB,SEA,CLE,NE,NYJ,TB,PHI,DEN,CHI,CIN,HOU,NO,ARI,ATL,NYG,BUF,WAS,JAX,TEN,CAR,LA,KC,PIT,DAL,SF,MIA,BAL,MIN,IND,LAC
0.20721344464502794,0.1827781995438621,0.16302811293807706,0.14841067336714087,0.07533506569306647,0.06511677418233017,0.029452213289644587,0.026211642841017527,0.013773575226711795,0.011397686191172957,-0.007877158607275312,-0.008281754256462569,-0.008674038851713715,-0.009648459162897,-0.014875744136275224,-0.024093482678217558,-0.04387217374450282,-0.05420513484214942,-0.05826686111331458,-0.06210205531027259,-0.06686757629098126,-0.08708669340363874,-0.08825464070836195,-0.09746742498194996,-0.11368884596189104,-0.12256556902165872,-0.12588368202112277,-0.12652698208043245,-0.13639360638899475,-0.15351419306743375,-0.21250527077574397,-0.21653112224571824
