SEA,DET,BAL,LA,IND,DEN,GB,CAR,LAC,ARI,PHI,WAS,JAX,ATL,HOU,KC,PIT,BUF,SF,MIN,TB,TEN,CLE,NYJ,CHI,NO,NYG,CIN,MIA,LV,NE,DAL
0.18108194045657464,0.16967821931672633,0.1507851623333396,0.13769859712400018,0.1045729558026571,0.10419009941737717,0.09639956242002087,0.07663248460992739,0.0716379759022502,0.07102416976756956,0.0699305793170595,0.06707963973472106,0.02378527937248249,0.013747901963541517,0.006755511296105549,0.004042626824918391,-0.006632391076621542,-0.009563533645483582,-0.03525703011508928,-0.041631342672219546,-0.05820063575806238,-0.05926923762745137,-0.062331705820261096,-0.07848659103249922,-0.07989769511488408,-0.08858949653863658,-0.11414078936748673,-0.1236865905333587,-0.130408840682573,-0.14280459360264264,-0.15212121170704762,-0.1700734881047517
