LA,MIN,DEN,LAC,HOU,SEA,CAR,CLE,BAL,TEN,PHI,SF,ARI,ATL,WAS,GB,IND,PIT,CHI,KC,NYG,JAX,DET,BUF,NO,MIA,TB,NYJ,NE,CIN,LV,DAL
0.20839262837017525,0.2034440859163249,0.1710760997436247,0.16723677414991736,0.1237205956945443,0.11859554192661215,0.10448492384061953,0.09015130755350242,0.0782165262389061,0.07248596660423737,0.07137065664413624,0.06081377331969688,0.056418218413071645,0.05399998907872895,0.04454927965701956,0.04119955712642897,0.04019045914440565,0.03056231810528244,0.030256886188551185,0.006490417682766279,-0.009642614264150154,-0.020028614768304878,-0.02405806472213945,-0.03901630226585048,-0.04330078019258338,-0.05909034233916849,-0.06287319647475828,-0.06564979260566198,-0.10427411421039408,-0.10529873096330372,-0.1657751071359623,-0.2397119407519286
