QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
T.Tagovailoa,2,31.431774115867068,0.4135759752087772,0.19644858822416916
J.Love,2,21.71038659803516,0.4020441962599104,0.14870127806873398
J.Goff,2,23.283396566935032,0.3189506379032196,0.1419719302861892
J.Allen,2,19.477632378499013,0.22914861621763544,0.11258747039594805
K.Cousins,2,14.619883371007756,0.15891177577182344,0.0974658891400517
R.Wilson,2,14.139796816899775,0.18604995811710232,0.08949238491708718
B.Purdy,2,13.959861624310797,0.24068726938466892,0.08948629246353075
M.Stafford,2,16.98161940252448,0.18065552555877107,0.08890900210745802
B.Mayfield,2,15.024774342607042,0.21775035279140642,0.08735333920120374
J.Herbert,2,15.28370445940752,0.1886877093754015,0.08444035612932331
D.Prescott,2,13.895959871981148,0.22057079161874837,0.08126292322795993
J.Garoppolo,2,9.75028530669167,0.1950057061338334,0.07992037136632515
S.Howell,2,13.428615295706201,0.1678576911963275,0.07544165896464158
L.Jackson,2,12.017281499644037,0.20368273728210232,0.07153143749788117
G.Smith,2,9.1794917910969,0.13113559701567,0.058468100580235036
P.Mahomes,2,4.1387075372860105,0.05109515478130877,0.026029607152742204
G.Minshew,2,3.8931005837997885,0.15572402335199154,0.02418074896770055
A.Richardson,2,1.9694845003850356,0.03861734314480462,0.012232822983757986
C.Stroud,2,0.6729998493761147,0.006598037738981517,0.0035052075488339308
D.Ridder,2,-0.21932087063140315,-0.003987652193298239,-0.00134552681368959
D.Carr,2,-2.288124105853405,-0.02971589747861565,-0.013150138539387384
R.Tannehill,2,-2.3916341943873776,-0.03623688173314209,-0.014672602419554464
J.Dobbs,2,-3.062251501125295,-0.04711156155577377,-0.019139071882033093
M.Jones,2,-3.6961690329510555,-0.03588513624224326,-0.02019764498880358
J.Hurts,2,-8.294959861893846,-0.13166602955387058,-0.04660089810052722
D.Jones,2,-9.31601339923882,-0.12421351198985092,-0.05512433964046639
D.Watson,2,-16.82395812597426,-0.21029947657467826,-0.08808355039777101
J.Burrow,2,-16.197720433457025,-0.215969605779427,-0.10944405698281774
J.Fields,2,-21.79513417920068,-0.28305369063896985,-0.13882251069554574
T.Lawrence,2,-25.94017653442969,-0.3283566649927809,-0.15626612370138368
B.Young,2,-26.171265613779475,-0.3355290463305061,-0.15765822658903297
Z.Wilson,2,-29.00808257535362,-0.5473223127425211,-0.21647822817428075
K.Pickett,2,-45.034162022409575,-0.5425802653302358,-0.2962773817263788
