NE,SF,PIT,CHI,BUF,MIN,TEN,LA,NYJ,DEN,TB,BAL,KC,NO,SEA,GB,DAL,IND,PHI,LAC,ATL,HOU,CAR,CLE,DET,JAX,ARI,NYG,WAS,CIN,MIA,LV
0.14428034853436722,0.10142570824165688,0.0816142378635735,0.05671172029829957,0.04414807439747115,0.04000310241514546,0.034163923071445244,0.02308598525265113,0.01429302043045462,0.012094829775256971,0.00851064655185874,0.0060146007824552275,0.0031950871573486056,-0.002747259987692853,-0.012225039314735953,-0.022053415915938162,-0.02278964885745364,-0.024620123999317428,-0.026090823524651238,-0.034357114786889985,-0.03545158101048611,-0.0445832652096036,-0.05291489435327806,-0.05359959540867215,-0.06265510469222929,-0.07141130768995707,-0.07978039991978134,-0.08065441792708336,-0.09169845466541524,-0.11014728890023456,-0.1116932562419973,-0.1609522077506051
