BAL,DAL,IND,ARI,TEN,HOU,SF,BUF,GB,KC,NO,CLE,JAX,LV,NYG,NE,MIN,PHI,CAR,CIN,WAS,LAC,ATL,SEA,DEN,DET,TB,CHI,MIA,LA,NYJ,PIT
0.24827567869426004,0.1909083897499433,0.16526510410787915,0.16481539091649525,0.14370839019996248,0.12981069384616345,0.1284175241067066,0.11139725683817261,0.1101546282810881,0.09900625845380578,0.09856064622249655,0.08263027601250497,0.08258177102036589,0.08060390967783858,0.07623850032325627,0.0742243934081276,0.06715180322030352,0.0661836226457049,0.0543955168005231,0.0517329730694837,0.042771468067993784,0.04147765350446363,0.041184591939394874,0.036228012692581205,0.034748590231437046,0.012296437464922594,0.005291457248133125,-0.02045136907763878,-0.025549782485369738,-0.03621147551982014,-0.061559900601056206,-0.12525203685163858
