MIN,BAL,PHI,PIT,LV,LAC,IND,DEN,DET,TEN,CLE,MIA,HOU,KC,BUF,GB,WAS,CHI,TB,SEA,JAX,ATL,LA,SF,CIN,NYJ,ARI,NE,CAR,NYG,NO,DAL
0.13865296682836098,0.06940445433217342,0.06821466800488661,0.02108970402185098,0.010655684439030352,0.008920119944767407,0.002516002272318449,-0.0016019405159905242,-0.0021268987839732634,-0.002894373696632431,-0.004136499407787458,-0.00678732960517657,-0.00918777939642651,-0.014094462210052505,-0.020203744049451827,-0.020409279310207695,-0.022247657333928694,-0.023925685480526607,-0.026579221993522962,-0.04084048853564603,-0.056599522577236924,-0.05814738492295119,-0.07098525032621847,-0.0750044045546758,-0.08545554970716121,-0.09852139810931537,-0.10160721226090033,-0.10494078287316608,-0.11275319005051435,-0.12137971153733029,-0.1486693273875694,-0.16672407918842644
