BAL,DET,CIN,WAS,GB,ARI,BUF,PIT,TB,ATL,KC,JAX,MIN,MIA,HOU,SEA,LA,NYJ,DEN,LAC,SF,IND,PHI,DAL,LV,NO,CHI,TEN,NYG,CAR,CLE,NE
0.12278844965900695,0.12247129948492474,0.09064987255062647,0.08186014186575093,0.07387256048083103,0.0648940299531672,0.06185061536203976,0.042662730368905694,0.04265266645677844,0.0290489583982091,0.010228180235801146,0.004539515894332229,0.00133911919528662,-0.01285001841859875,-0.017051282749052654,-0.01820991648527477,-0.021234563494407922,-0.031064624435568403,-0.03122075363114212,-0.035363014071476774,-0.04738313913074653,-0.058536120793715535,-0.07140183951328732,-0.07993919434700397,-0.08084105760527521,-0.100178187956761,-0.10220119152682675,-0.13793197189277978,-0.15566364656751763,-0.1573352805718048,-0.16491848077924876,-0.16732405547236268
