DET,BUF,BAL,PHI,GB,MIN,PIT,LAC,WAS,KC,DEN,ARI,SEA,TB,CIN,CHI,HOU,IND,LA,SF,NO,NYJ,ATL,MIA,CLE,JAX,TEN,DAL,NYG,LV,NE,CAR
0.1958722382230299,0.14145519558215874,0.1188507028163672,0.10626397380209787,0.09897210526279614,0.08788805332160769,0.07823876023573678,0.07739617815851424,0.05468908390870757,0.04251682001386564,0.038226623374852275,0.037622972204287945,0.03541308046065726,0.026696896875383354,0.014108994382037832,0.01379361567182704,0.003814808788102572,-0.01200063767902703,-0.024683412805438343,-0.027678834876840138,-0.03699103664413273,-0.03888708903030781,-0.03999491595631288,-0.05836974514680779,-0.06350274425805222,-0.06548092520931847,-0.07171768318531528,-0.08779550822051191,-0.12469890427308912,-0.13286469605411375,-0.15069327369775518,-0.1763163660985067
