IND,BUF,LA,GB,SF,DAL,NE,DET,SEA,JAX,CHI,KC,BAL,PIT,CIN,WAS,DEN,NYG,HOU,TB,ARI,LAC,MIA,CAR,PHI,ATL,NYJ,TEN,MIN,NO,LV,CLE
0.09895469307543309,0.09332927426172997,0.09115666926866804,0.06805759468295555,0.0642619290617535,0.05899396958411293,0.04506848563647549,0.035942929009187545,0.0354273549682865,0.025971981195416497,0.019382126120985096,0.013129516366397968,0.010333610824931637,0.007966225380088038,-0.002472052696215178,-0.0025171390810477985,-0.006631951343013261,-0.008787942371165664,-0.028400976742731426,-0.030477293359447634,-0.03318022974852238,-0.03472605041999374,-0.03755078176636157,-0.04119417095429008,-0.04380857425842194,-0.04443424114459355,-0.0784012360793572,-0.08894985668891404,-0.11803977260845713,-0.14707887214800275,-0.1770121700132346,-0.21386079644070458
