LA,GB,SF,NE,BUF,DAL,IND,SEA,DET,JAX,KC,PIT,CHI,WAS,DEN,HOU,CIN,BAL,ARI,NYG,MIA,PHI,LAC,TB,CAR,ATL,NYJ,TEN,MIN,NO,LV,CLE
0.11605300767627218,0.11025828232345575,0.09349956256509095,0.08383620398668208,0.08259019635542167,0.0760904819190491,0.07503092028320743,0.07389533775757208,0.05684363778830101,0.010360736158716216,-0.019129751625260816,-0.020096511098262583,-0.02657222820611186,-0.027780560690324786,-0.03188719384831542,-0.03230992384285513,-0.04110186543487432,-0.05362698725125027,-0.055965049001869396,-0.05649904700520808,-0.06221080484376786,-0.06278773371475765,-0.07228902761066414,-0.07535712703613058,-0.076536464929116,-0.08248275840619386,-0.09922853740295448,-0.14262496623725515,-0.17981706839194656,-0.18068523836814582,-0.18480767252825797,-0.30745651103766936
