IND,BUF,BAL,CHI,NYG,KC,CIN,PIT,JAX,TB,WAS,LA,LAC,DEN,CAR,ATL,TEN,SF,GB,DAL,MIA,MIN,ARI,PHI,SEA,DET,NE,CLE,HOU,NYJ,NO,LV
0.14134408759663586,0.12238004086431935,0.1194302079504958,0.10558741656431198,0.07904384824153246,0.0710973509693407,0.06828318264494701,0.06065730574207395,0.05422296909427886,0.050616587014854324,0.04690409887246637,0.03923998458405844,0.034521857673077486,0.032808890853601,0.02663751206156153,0.02513078814796972,0.020355212388579735,0.014160704755552811,0.010790666856694778,0.008541058984991468,0.008335950788770367,0.0028650603654900575,-0.0008546478536580332,-0.006413005629067882,-0.013550927941965517,-0.014511560420759857,-0.015074420100647874,-0.02162286777634031,-0.02217382358139469,-0.039504047567489965,-0.08765180565885387,-0.18000601063240612
