BAL,DET,BUF,WAS,CIN,GB,TB,KC,PHI,ARI,MIN,LAC,SF,LA,JAX,PIT,ATL,DEN,NYJ,SEA,MIA,HOU,CHI,IND,NO,DAL,CAR,NE,NYG,TEN,LV,CLE
0.14199481255923133,0.12438868176122395,0.11865223866915198,0.09408891800112298,0.08434823076568534,0.07867456945493248,0.06427361050041178,0.06168041955121253,0.0371028567579435,0.025602888870623376,0.010443990388127308,0.008124061514257527,0.001836599749463607,-0.005721466574009621,-0.007553304281882068,-0.008544868642117237,-0.009221932877757485,-0.009742686543929548,-0.03285752586402636,-0.03417627303623828,-0.03996432943964143,-0.04802843149118643,-0.061118505612868725,-0.061878242470374184,-0.07611436889869785,-0.07967415588136244,-0.08387248289793853,-0.09833245029039059,-0.11402058614640444,-0.12235486363576206,-0.13551213713746202,-0.15392159463824712
