MIN,PHI,BAL,PIT,DEN,LV,LAC,CLE,IND,BUF,MIA,GB,HOU,DET,TB,SEA,WAS,KC,LA,TEN,CHI,NYG,NYJ,ATL,NE,SF,CIN,JAX,ARI,CAR,DAL,NO
0.09377383504473591,0.07754173363960434,0.057268061287457206,0.051761780676990256,0.02344416247698379,0.019537248553157444,0.01855709857922866,0.014339483664792346,0.007226448671366126,0.0019926074401999117,0.001968025122318029,-0.00041978047758266246,-0.022350812075575238,-0.025526365202814295,-0.02628158496715003,-0.032676983686427866,-0.03270787352880233,-0.04286628154186212,-0.04978711246445012,-0.0530500040343869,-0.06134763044961318,-0.0656011521091944,-0.07336396452894153,-0.07772882865765089,-0.08027300735409296,-0.08327077207164042,-0.10545216942709425,-0.11460189211140445,-0.12884816981599598,-0.13004387423134767,-0.135440609437337,-0.15211023518548017
