BUF,BAL,WAS,PHI,KC,DET,ARI,GB,TB,NO,SF,CIN,JAX,CAR,DEN,CLE,IND,ATL,LAC,CHI,NE,PIT,SEA,TEN,NYJ,LA,NYG,MIN,HOU,DAL,MIA,LV
0.17498450326345222,0.1716000622799253,0.1666223660075236,0.1422075564375753,0.1055103093683239,0.0951215911957548,0.08959357945058805,0.0826461279853114,0.07336138116351837,0.06671642528780371,0.06485055266170883,0.06379138949340585,0.055284864803945954,0.04159797558836918,0.033275915987185684,0.03168425318136363,0.02426789219246433,0.020993657216255165,0.019004681135085785,0.018863348117676662,0.01152681727877778,0.008853415792329164,-0.0034358891031796013,-0.0046969065064284,-0.006372356706885088,-0.006913953808471332,-0.02326820583254363,-0.03424034038100257,-0.039378013090084485,-0.07029429057481265,-0.12318085843236086,-0.18277997579232316
