DET,BAL,GB,BUF,PHI,MIN,LAC,KC,DEN,TB,PIT,WAS,SEA,CIN,HOU,LA,SF,ARI,ATL,CHI,MIA,NYJ,IND,NO,DAL,LV,CLE,JAX,TEN,NYG,NE,CAR
0.17690512080236276,0.14526133477919084,0.1428625617388951,0.14285190104633255,0.12372171292634018,0.10534135880423294,0.08633149960474419,0.08017542134632594,0.05758838596889886,0.05665914301012423,0.0539823771082752,0.053592906604321845,0.03206623945570326,0.011517898896206843,0.00047020623888894414,-0.006297732039236179,-0.010715956536297356,-0.024139237387234114,-0.025386677177999778,-0.02884092642448547,-0.03805191668668412,-0.061141278174489846,-0.06141954560000816,-0.06928269176364368,-0.08180483621159083,-0.08996230358159778,-0.0937027031228729,-0.1148227757842362,-0.12001055094669492,-0.1309732861829203,-0.1362927351278656,-0.16098070909759016
