SEA,LAC,MIN,GB,PHI,DET,DEN,NO,HOU,CHI,CLE,PIT,DAL,LV,KC,BUF,TEN,LA,SF,ATL,MIA,TB,NYG,BAL,NYJ,ARI,IND,NE,WAS,CIN,CAR,JAX
0.1170966253861897,0.10880739082029728,0.10724021516744438,0.09933084867450778,0.09403156986638359,0.09333850244532801,0.09092865430922908,0.08764146691632463,0.08574161280120275,0.08084064528206278,0.07806314965899278,0.07115352343363225,0.0662259215024653,0.057812729820540476,0.0516479224619248,0.03805263361669022,0.023081043502551024,0.02218848759431797,0.021632031091957188,0.012672042263225963,0.006688398441417661,0.006210882288963646,0.0052102055319764445,-0.005399654045134039,-0.011204181343600794,-0.01171297417687564,-0.012114707271350389,-0.023909793582241587,-0.04844118791888163,-0.055627429757615324,-0.05686901307102904,-0.10987890333224941
