DET,BAL,BUF,GB,CIN,TB,WAS,KC,MIN,LAC,LA,MIA,PIT,ARI,ATL,PHI,SF,DEN,JAX,SEA,NYJ,HOU,DAL,CHI,IND,LV,CAR,NO,NE,NYG,TEN,CLE
0.15284371905790092,0.13832722388646657,0.09168816068873356,0.08808661355151115,0.08162014162144711,0.061585813918858645,0.05847208536396587,0.040043256114270426,0.03250910521928971,0.006305135572101897,-0.002330793956436185,-0.003044450686619668,-0.003051553038997623,-0.006228128638398944,-0.02127097412753785,-0.022365415850678153,-0.028719365773045354,-0.03202754471567142,-0.041355173989737315,-0.0545292100269781,-0.05642404357900966,-0.05658792443714603,-0.09147882743191194,-0.10126246154818667,-0.10460630496776568,-0.12649233330803103,-0.14183992401643603,-0.148146207169446,-0.15453846854272024,-0.15769731041767354,-0.18296400037572869,-0.23222898500528244
