SF,DAL,MIA,PHI,JAX,LAC,DET,KC,HOU,BUF,GB,BAL,CIN,TEN,DEN,TB,SEA,MIN,LA,IND,NO,LV,WAS,PIT,ATL,ARI,CLE,CAR,CHI,NYJ,NE,NYG
0.25880080324960475,0.16572425411673355,0.15701992287078015,0.14875578459309632,0.10926741813026929,0.09802926600953996,0.08306971564371748,0.08298703582039275,0.08274919413290042,0.07676373884145096,0.06238351389530876,0.05664682196786864,0.04494072807399618,0.04239223064105106,0.04184538651824944,0.03311125325128406,0.029251236623620183,0.021094968325918464,0.007646704123436383,0.00601254221127192,-0.031763636143045296,-0.03340463169701473,-0.045602946590057446,-0.049952358565809804,-0.05598421677249383,-0.07245719599453732,-0.08787321713143459,-0.09978683130984164,-0.13310350411025693,-0.15837077256394855,-0.1732545974436529,-0.1904502806458809
