CLE,BAL,SF,NO,KC,NYJ,DAL,JAX,GB,PHI,NYG,CIN,LV,IND,PIT,MIN,CAR,TB,BUF,MIA,LA,SEA,DET,HOU,LAC,ATL,CHI,DEN,NE,ARI,TEN,WAS
0.1256406718342479,0.09898131664918125,0.07916486947054265,0.06463266326987939,0.0543992611353345,0.04264546746313711,0.04135811093830738,0.04006668234279234,0.026443636057180173,0.009333421677725627,0.0062340350553597434,-0.0013836493620090397,-0.002223847374922705,-0.00899575298087009,-0.009707591699830834,-0.014968032460955884,-0.020495335218362307,-0.023187457884808714,-0.025624395397498445,-0.03110878393053794,-0.033754772868539396,-0.040354729191944876,-0.04144039009360074,-0.048773736887270575,-0.04996942646020401,-0.05741655870114885,-0.06227322904846461,-0.07272191139386433,-0.08961826001627697,-0.09036026121220764,-0.16318983176824572,-0.16953879166021368
