GB,DET,IND,WAS,BAL,CLE,ARI,CIN,NO,BUF,TEN,SF,HOU,LAC,SEA,MIN,NE,DAL,DEN,CHI,KC,LA,NYG,NYJ,MIA,PIT,PHI,TB,ATL,JAX,CAR,LV
0.44465278108449074,0.3632521427127596,0.2846900157614571,0.28313924966108395,0.2643502462084553,0.2150078521961786,0.1572779880841481,0.13609563036879993,0.1288472561632143,0.10599121210830487,0.07916753290583783,0.06657300415099598,0.05354248750227266,0.04512824538957217,0.03352045172747856,0.031023202369956697,0.009399275338718925,0.004863321505254001,-0.024244362309109233,-0.03617865830521175,-0.04362506536854227,-0.056049295223038385,-0.08088727429830705,-0.10999597573658967,-0.1103514566345604,-0.12766246638636766,-0.17331520408713932,-0.22752091451241574,-0.28294422707933153,-0.35018203620207855,-0.4115307535685133,-0.8414890370755036
