TB,PHI,SF,NO,BUF,KC,HOU,NE,ARI,JAX,MIN,LA,PIT,NYJ,MIA,IND,GB,DAL,DET,LV,CIN,SEA,BAL,WAS,DEN,LAC,ATL,CHI,NYG,CLE,CAR,TEN
0.5905049779488705,0.2986653826369002,0.26611606072100685,0.2596716334782318,0.25129541679026074,0.1952116067604161,0.18722025347067572,0.1483345910423073,0.1387025599982792,0.13860417414387605,0.13458140434208377,0.08995891104937707,0.04351142566358469,0.042714129331112106,0.03707571158947971,-0.01830448925789694,-0.02424948732400503,-0.05683806352339666,-0.08650762928924624,-0.08868904357722994,-0.10044929041661829,-0.10104733784640811,-0.10457422550713608,-0.1061580931534058,-0.17555918948443422,-0.22550678007878733,-0.22919517725568758,-0.27488610388300605,-0.29061592005062753,-0.35929398073443397,-0.36851708262056554,-0.4492114046765052
