CHI,IND,DAL,JAX,DEN,PIT,PHI,NYG,BAL,WAS,MIN,CLE,CAR,TB,ATL,BUF,LA,SEA,NYJ,DET,NE,NO,ARI,KC,GB,CIN,TEN,LAC,MIA,HOU,SF,LV
0.1618319088968875,0.11998729491632813,0.10525099887317974,0.09896894403141285,0.0977941051814591,0.0923736771867829,0.08542000965848351,0.08269164910591409,0.08133162523520068,0.07512731191649642,0.073768562990016,0.06981939508975593,0.06838018003477528,0.05511924305501972,0.04846876333418371,0.04631895365507567,0.04470877849139154,0.04271167608414575,0.02729411004217997,0.02303799289493591,0.008030265803586498,0.007240167564069672,0.005024739168197727,-0.003949151432173004,-0.004741506466750298,-0.007350990509775279,-0.02998904293113132,-0.035051258956091354,-0.03521829239449965,-0.05087645398749052,-0.07027836203801352,-0.07661744299407164
