LAC,IND,SEA,CIN,PIT,KC,CAR,DEN,NE,NYG,MIA,ATL,WAS,DAL,LV,JAX,GB,BUF,ARI,HOU,TB,LA,NYJ,MIN,DET,TEN,CLE,BAL,CHI,NO,PHI,SF
0.1334708090039494,0.12131859842876516,0.11576880609030124,0.1130538029663139,0.08830228972523643,0.08415248655164476,0.06998489512119765,0.06959186751577018,0.0639561906259179,0.053497641773921585,0.032908308719353574,0.031187765723821828,0.02894194218750474,0.007613959695685366,-0.005001092221934966,-0.012424845240314595,-0.012607850642478463,-0.021047727220434076,-0.029827518787767095,-0.033872813415723214,-0.03742569099475962,-0.045488398667711455,-0.04723393917419645,-0.04772708901113475,-0.05743393304718615,-0.06351968949318569,-0.06440576759196188,-0.06822823689077497,-0.07063784133634757,-0.0820647858739457,-0.08488055621057955,-0.11455358218568958
