IND,PIT,CAR,CIN,SEA,LAC,NE,KC,DAL,NYG,WAS,MIA,DEN,ARI,BUF,JAX,LV,GB,ATL,LA,TB,NYJ,MIN,CLE,BAL,TEN,HOU,DET,NO,CHI,PHI,SF
0.13383370640943526,0.10709509373365564,0.09597752135208937,0.08991377186381985,0.0794103320365659,0.07605875693762232,0.06450850151381857,0.037943673018589086,0.0066587367717698825,0.004531286205898974,0.004062786656609738,0.0032374639776621833,-0.004848617749308434,-0.030731452149453678,-0.0389243615783976,-0.048148966078799635,-0.04900278919386542,-0.05150432980140365,-0.05840204435234457,-0.06972993499976891,-0.08603456834920109,-0.08826209869052465,-0.09562640436828414,-0.10128523879937285,-0.10137284693174872,-0.10420208034035927,-0.10856864602557925,-0.12281326073087595,-0.13193883114055288,-0.1353306911086231,-0.14700653693876123,-0.19537234654854352
