IND,LA,SEA,DET,KC,HOU,GB,BUF,DEN,JAX,TB,PHI,LAC,ARI,NE,SF,PIT,BAL,DAL,WAS,NYG,MIN,CAR,ATL,CLE,CHI,MIA,CIN,NO,NYJ,TEN,LV
0.1530363758815555,0.13917759637865537,0.13653108981022902,0.13545029590270924,0.11560229305280906,0.1121152748469128,0.07600572200968878,0.0657084761682252,0.05769650779803784,0.05241980062812353,0.04588706073704061,0.039985140621109735,0.03742257508847235,0.034885130625535374,0.022942743454813133,0.009717392304827351,0.006490719483484876,-0.0015213366905961548,-0.0070053662760102,-0.008367147750208706,-0.040710600318448004,-0.05883154853290628,-0.07016792710023259,-0.07843663926737252,-0.07995752704354334,-0.09494772221631004,-0.1093111058662198,-0.11607416123340042,-0.12009546502740395,-0.13077474505088504,-0.1370696061963474,-0.16180399216423286
