IND,BUF,JAX,CIN,KC,BAL,PIT,TB,GB,WAS,DAL,MIA,HOU,CLE,PHI,DET,LAC,CAR,ARI,NYG,DEN,CHI,NO,TEN,SF,ATL,NYJ,NE,SEA,MIN,LA,LV
0.21390331859211614,0.1770960813196263,0.12757028210601376,0.12458837009956966,0.12458480747286667,0.09733823115045247,0.07839181631180199,0.07197711384992261,0.06045931399067508,0.05645924261429859,0.05353197147294642,0.05013410269309895,0.049629788735832084,0.04224859160652453,0.041510312141970845,0.0334470698194064,0.02618770575450764,0.022948612829624036,0.022328062070000945,0.019493595628229103,0.009310040322388503,0.003641928798002521,-0.007493713475499333,-0.01821782029389145,-0.018987772711232073,-0.02036195499690793,-0.04136491295534675,-0.05230666837535933,-0.08526585809762871,-0.0950358910683034,-0.11873556305343495,-0.2165486528216222
