IND,KC,BUF,DAL,BAL,SEA,PIT,GB,DET,PHI,SF,NE,JAX,LA,LAC,ARI,MIA,WAS,TB,NYG,DEN,HOU,CIN,CHI,NYJ,CAR,ATL,MIN,TEN,NO,LV,CLE
0.15784089833415477,0.08858578917505833,0.08625518382162875,0.08535497165663919,0.05839060970110184,0.05244978144079271,0.048206279081336796,0.04679722463655536,0.0455193185329973,0.021143751295881433,0.020768504595271055,0.019537539419304,-5.161051668144557e-05,-0.0034409125654046094,-0.00684963927055212,-0.014051310850905118,-0.01634970765644432,-0.01747141497038472,-0.01912616145153683,-0.024383874424151797,-0.035138344346699796,-0.039625327868552405,-0.04511744023314046,-0.08073771284257557,-0.08479420722052507,-0.1058979395565817,-0.10956018185900154,-0.1155679917162922,-0.1355736328819431,-0.16020197777428555,-0.1810671482285544,-0.19797170542374054
