SEA,IND,DAL,KC,NE,DET,GB,LA,BUF,BAL,SF,PIT,PHI,LAC,ARI,NYG,MIA,WAS,JAX,DEN,TB,HOU,NYJ,CIN,CHI,MIN,ATL,LV,CAR,TEN,NO,CLE
0.14095301052787235,0.1297409038811167,0.08958161689099284,0.07247195376489163,0.06304713922177627,0.06257195571137922,0.049058551789674554,0.04356444590273359,0.03759906939665239,0.0351358110365317,0.03469493237135267,0.032726272436699594,0.009208081223540061,-0.027710937775733975,-0.03539330415962978,-0.04921471494110399,-0.05413307888390412,-0.05597287756081045,-0.06068436935478388,-0.0633623130200345,-0.06860983102959518,-0.08349612998185962,-0.10813262674684508,-0.11914749647842948,-0.12677967555707714,-0.1359804488514632,-0.15718634469380405,-0.1651776782474261,-0.17469961992897162,-0.1902047136867616,-0.23158606658275294,-0.3017747595318396
