DAL,ARI,BUF,NE,TEN,TB,NO,GB,CAR,LA,KC,MIN,SEA,PHI,DEN,LAC,SF,CLE,BAL,IND,CIN,NYG,WAS,PIT,LV,JAX,MIA,CHI,NYJ,ATL,HOU,DET
0.14510210344231522,0.1388498443801498,0.13483869533755943,0.10527093008274924,0.09788355269950524,0.08660728641686354,0.0745130111759531,0.06449112220875074,0.06114788352881434,0.05037986243756627,0.046997531374876,0.042449205373174384,0.039166455453846255,0.03454356134309896,0.01978172473789863,0.01684817929717231,0.016232454752455494,0.013367652891941188,-0.0023764634956721393,-0.020222175972268594,-0.02407559884885573,-0.029731151492393512,-0.046516917148254004,-0.047524931231262474,-0.07052438426599011,-0.08686299356395416,-0.10957629064037494,-0.11890412153414112,-0.13247683651794828,-0.13695508955642208,-0.1524884986435518,-0.163644919084992
