DAL,KC,ARI,LA,SF,MIN,GB,TB,NE,CLE,DEN,LAC,TEN,LV,NYG,BUF,SEA,BAL,IND,NO,PHI,WAS,ATL,CIN,NYJ,PIT,MIA,HOU,JAX,CAR,DET,CHI
0.1280839633902715,0.09508168996825386,0.06959425267625782,0.06866573392858444,0.05145873200086001,0.04760432062114709,0.042966329547404494,0.041522114530969274,0.021357288094968375,0.015506321997040037,0.014417187919293445,0.007354412719033525,0.006602359483213832,-0.013668785964957172,-0.014066736436626094,-0.014455051342461847,-0.01821926826977663,-0.019791561862279143,-0.020697340680605678,-0.02495900774425011,-0.025163832508907386,-0.027654907380757814,-0.03812077114402188,-0.04158501647022991,-0.05321748224890001,-0.08029915140913438,-0.08518218917090861,-0.12217911906213882,-0.1305322252091,-0.13544885053007824,-0.14069172754816733,-0.17999698350081916
