CAR,DAL,ARI,BUF,NE,TEN,NO,GB,MIN,DEN,LAC,SEA,LA,NYG,CIN,TB,PIT,SF,PHI,BAL,KC,CLE,CHI,JAX,HOU,WAS,MIA,LV,IND,ATL,DET,NYJ
0.19012739012115187,0.13741271164301438,0.13235045534830914,0.12490043630899872,0.11646023145873385,0.10040039189618663,0.09107741011404694,0.07612140275025794,0.0743849003654684,0.05354595310217819,0.04962334811933799,0.0416657999938655,0.04164306315102467,0.03235961495727431,0.027575019172756524,0.017480674422056867,0.010356194492832673,0.00580719911452067,0.0005387191099589725,-0.00020825692205182766,-0.020536491777345213,-0.023030228169644673,-0.02851774247029487,-0.0312217714612691,-0.045260872594173336,-0.050804181453042524,-0.06676025091806526,-0.06925824155505497,-0.07911529467370654,-0.09169648798454584,-0.1053162585607901,-0.12028219129435087
