PHI,TEN,JAX,CLE,IND,TB,BUF,BAL,KC,GB,CHI,NE,SEA,LAC,ARI,WAS,CAR,NO,PIT,SF,DET,NYJ,NYG,MIN,DAL,DEN,MIA,CIN,LA,HOU,ATL,LV
0.1622024827096648,0.14366401928026667,0.13028736989764478,0.12970365693983998,0.12793616450989365,0.11441438525385249,0.09722871175315412,0.09418972721636655,0.08671257052139,0.08390424418314643,0.07897192589372432,0.07787642983175505,0.07248563939248377,0.06845055515573233,0.04682668286832117,0.043400338562020704,0.04225032014185077,0.03355757651915822,0.03240085872797058,0.020831892240214582,0.01974076667376059,0.015575298389912076,-0.00018868707986618993,-0.012075493907537066,-0.016399629771442638,-0.02170017535584881,-0.025505456114050723,-0.0435660600197534,-0.04535355159407214,-0.08625928782345443,-0.08812442543140642,-0.09318140421264742
