IND,BUF,BAL,WAS,KC,CHI,TB,JAX,NYG,LA,MIA,CIN,DEN,LAC,DET,ATL,CAR,PIT,DAL,MIN,GB,HOU,ARI,TEN,SF,CLE,PHI,NYJ,SEA,NO,NE,LV
0.16156513560047342,0.10371578562424186,0.0900093379498772,0.08839982059875466,0.08754593554501004,0.08646541284065423,0.08416736010456671,0.07981827408604374,0.07317779768743542,0.056427512695189475,0.04575905389117793,0.042414019072408514,0.03804190824032433,0.03430219737013273,0.03288374238915519,0.03079512100610048,0.028349543271940947,0.021358654242166084,0.01658393594323024,0.01455413531654326,0.006160664653338267,0.0012600944897312866,-0.0018571675536613874,-0.003921162291002436,-0.016634226167616256,-0.025817678549876447,-0.02759608116506441,-0.04122714169740967,-0.04472517557390364,-0.07933082122350939,-0.08994967976037387,-0.18621986601889612
