IND,BUF,LA,GB,DAL,KC,SEA,SF,DET,NE,JAX,NYG,WAS,PIT,CIN,BAL,CHI,MIA,TB,DEN,ARI,LAC,HOU,CAR,PHI,ATL,NYJ,TEN,MIN,LV,NO,CLE
0.1153408180171627,0.09404300890019003,0.08699903431887931,0.07443062282036622,0.07294935467227828,0.06477927180573415,0.05538564506458012,0.04789590128039162,0.03714177175902296,0.01674851268725768,0.01600159846627754,0.012743727733837076,0.009535623663306288,0.00031745898602172917,-0.0022701299649462506,-0.006681160147934928,-0.013468929939823869,-0.02217290370157293,-0.02313376808105297,-0.02322460001380463,-0.023307898977017856,-0.0267617199815236,-0.03409316909078813,-0.04128149635531876,-0.04376257076090838,-0.05470635835156648,-0.05964862568628044,-0.0930275337766985,-0.11569357547875612,-0.15328719967615534,-0.15444052147641696,-0.19339967082179182
