SEA,GB,LA,BUF,IND,DAL,SF,NE,KC,DET,PIT,JAX,NYG,CIN,WAS,ARI,PHI,HOU,DEN,LAC,MIA,BAL,CHI,NYJ,CAR,TB,ATL,TEN,LV,MIN,NO,CLE
0.12347006770411476,0.12043602563544165,0.10326686966897689,0.0933292736550364,0.08995762225568443,0.0886778333787167,0.08248772218500933,0.07936545133500099,0.0508521463924601,0.038703988842503007,-0.01306136344236055,-0.017977836600610704,-0.018577011883229924,-0.027821604903537037,-0.03154201084344298,-0.041647018467158424,-0.051321535309590355,-0.05242577463514987,-0.05935835539948116,-0.060061483479444275,-0.060702508341759,-0.06126500619565393,-0.06901543024313542,-0.06918494841603767,-0.07916313112247841,-0.08150502199946738,-0.10146456693962433,-0.13508448199883358,-0.14952433145878558,-0.18025455562263823,-0.19261900208375166,-0.27466632250186973
