ATL,GB,DAL,NE,WAS,PIT,NO,IND,CIN,DET,KC,SEA,TEN,BUF,PHI,LAC,LV,MIA,TB,BAL,JAX,ARI,MIN,NYG,CAR,DEN,CLE,CHI,NYJ,SF,HOU,LA
0.18009236053373037,0.11445824445086726,0.09770908568916965,0.08976146280157184,0.08811164084502329,0.0755136597815688,0.07425616058882945,0.07330274534775268,0.047483607646696624,0.0463221814020215,0.03277962777805979,0.03055188669200677,0.02492428794594842,0.024283706828441724,0.012802861604569447,0.005894432834031297,0.004257655446109444,-0.010932937827093266,-0.014449521980980958,-0.018655016425249416,-0.021565621135265153,-0.024480629943476412,-0.02570112739388883,-0.026862649671270222,-0.032675426428988956,-0.036692971098419444,-0.04649957256044915,-0.06274923216888427,-0.07672549843389043,-0.08125134773897677,-0.0969821891769304,-0.13070995432809424
