ATL,NE,GB,IND,PIT,WAS,DAL,NO,DET,KC,MIN,SEA,CIN,TEN,PHI,TB,LV,LAC,NYG,DEN,JAX,MIA,BAL,ARI,CAR,BUF,CLE,CHI,HOU,SF,NYJ,LA
0.20940803825140705,0.11876423903956548,0.10001830436703833,0.06184590756702889,0.061677207031378606,0.060477988993734855,0.06017935606171075,0.057314624397302685,0.027954165661616327,0.01563098270140407,0.011822781687695946,0.011150806819243395,0.010017265248637143,0.0003664276397931446,-0.009256836818665716,-0.016219151410427648,-0.020850379509766613,-0.020992022168694127,-0.03657043129844198,-0.046881471388476266,-0.048491866290187494,-0.04888263577707183,-0.06156838786344116,-0.06830774967793932,-0.07807414689729264,-0.08287072598061607,-0.09652461188028144,-0.11386456467803382,-0.1563819727034385,-0.16123318849382115,-0.16552381296991184,-0.1911556646989383
