NE,ATL,DAL,KC,SEA,GB,DEN,PIT,PHI,BAL,MIN,ARI,WAS,CIN,LV,NO,TB,IND,CAR,NYG,BUF,LAC,HOU,TEN,DET,MIA,JAX,NYJ,CHI,CLE,LA,SF
0.17375778766686684,0.13820299436302524,0.09585564444817153,0.07363167699267767,0.0652189895659666,0.05983441983616814,0.05321296953043145,0.04712838014851639,0.046994621749095855,0.04368164133443171,0.030557893922824444,0.02634338459637911,0.01780806249663884,0.007691759546686432,0.006970441171678362,0.0024468311729091002,0.002029115578803387,0.0015297795476510445,-0.0008584679708555573,-0.005382255945515113,-0.007799290052131171,-0.008825139994880675,-0.01031251656059913,-0.01935431770504914,-0.029751734633828242,-0.06736977999307277,-0.06873869972630559,-0.07989870005866316,-0.1144616846080323,-0.13840290867333707,-0.1397977455574057,-0.14512340674330537
