LA,DAL,KC,TB,GB,ARI,CIN,CLE,LV,NYG,MIN,BAL,SF,DEN,IND,NE,BUF,SEA,PIT,TEN,LAC,DET,NO,WAS,PHI,HOU,MIA,ATL,JAX,CAR,NYJ,CHI
0.1607315214570011,0.13452954955931828,0.058410190310250715,0.05216482834961292,0.03776600550556433,0.03620571557848998,0.01768566774773464,0.012192102267417522,0.008927718813557362,0.00860598534306125,0.00028127233864919804,-0.004180228706655617,-0.010878996116773362,-0.01198833224621379,-0.014984388705389484,-0.03793174673612278,-0.03797631763756881,-0.04221291776244713,-0.04302413168416897,-0.04581601365845104,-0.05716274216053089,-0.05730894871303359,-0.06452374236031486,-0.06551124328403787,-0.07301135968757091,-0.10163877092069448,-0.11985415293449861,-0.12017414503267167,-0.14316416168389592,-0.1845482733588577,-0.19194349706931144,-0.2644840162345869
