BUF,ARI,NO,CAR,CIN,CHI,DAL,TB,BAL,SEA,PIT,LV,LAC,MIN,TEN,NE,SF,DEN,PHI,LA,HOU,IND,NYG,CLE,WAS,GB,DET,NYJ,JAX,MIA,KC,ATL
0.17549143631774344,0.15303540967176432,0.10157774641976844,0.09284945350703408,0.07370226932663614,0.0508201655522889,0.04445597115506816,0.04081905428615496,0.03605650561422285,0.03405055813272876,0.03239290496903806,0.024884470472104816,0.02436500728016995,0.02151688694302535,0.015915906095365057,0.012574636662233428,0.004946536834932364,0.001924788436991922,-0.00652315061125211,-0.008538048316041356,-0.022227847980102036,-0.029444930012060326,-0.0327091194226895,-0.033848179554781414,-0.04611203679232194,-0.04894653943931205,-0.060204856017555375,-0.06914067491564466,-0.07691803935735386,-0.07835751975857788,-0.09375832240957843,-0.11862326338323441
