ARI,BUF,DAL,TB,CIN,LA,BAL,NO,TEN,SEA,MIN,CLE,LV,PIT,NE,LAC,GB,SF,DEN,KC,IND,PHI,CAR,NYG,CHI,WAS,DET,HOU,JAX,MIA,NYJ,ATL
0.1963637336338942,0.17904458038475113,0.14821786898757733,0.11271354938772019,0.07686670315111507,0.07377206545016596,0.06387959178047146,0.06070876393486536,0.04784244729445387,0.04575346330950712,0.030896243754357552,0.027667735090598014,0.020784327576355354,0.013340796258339716,0.01322339807172478,0.011920450647891528,0.004570296705813694,0.004389891266776531,-0.005048184148149015,-0.00756986570869142,-0.008963928103400347,-0.014583626549652942,-0.019200601307299087,-0.029126514265213975,-0.08490764029425032,-0.09029117247780344,-0.10094196905897673,-0.11452273360585197,-0.12641053633067958,-0.14461791477075925,-0.21038798628296435,-0.2123045063021729
