TEN,JAX,CLE,KC,PHI,SEA,IND,CHI,BUF,BAL,GB,TB,LAC,ARI,NE,DAL,CAR,NO,MIA,SF,PIT,MIN,WAS,DEN,DET,CIN,NYG,NYJ,ATL,LA,LV,HOU
0.18289851149633957,0.16572266044769313,0.14681883281922467,0.14066665242565712,0.13928593905656253,0.11148383757590793,0.10255173430632789,0.10019532863420606,0.09937827623646217,0.09851612989655051,0.08839699666196385,0.08375770257235586,0.08072609599760204,0.07708889383294443,0.07326778818243407,0.06231785585945412,0.039048231701207164,0.036815929693118504,0.03518716357631768,0.02918643052344646,0.022125867118346687,0.012723886535640383,0.0032090642908824546,-0.006035850158420411,-0.006407360420043931,-0.014416792624762614,-0.017271693292233395,-0.023918374076313434,-0.06558492130723206,-0.06810590893707569,-0.07583176356213422,-0.07791828195180284
