ARI,BUF,CAR,NO,LAC,CIN,DAL,CHI,PIT,MIN,BAL,SF,NE,TB,SEA,DEN,TEN,LA,NYG,PHI,LV,GB,HOU,CLE,JAX,WAS,IND,KC,NYJ,DET,MIA,ATL
0.2398729427756332,0.21312258229161962,0.1532259233669798,0.1486005236940347,0.11045940675990437,0.10559642443129452,0.0902823422696361,0.08997032943242447,0.08073097328022169,0.07702738712731032,0.07463109485325503,0.061732434598585906,0.05654230546333644,0.050622766453203724,0.04556514010787215,0.04177022803506537,0.03615099133665099,0.02888898039147308,0.019501850420781883,0.017451583209318985,0.016062487751044227,0.014194647567779167,-0.01107231800304076,-0.01910838439570864,-0.06768319060332428,-0.06800372928721818,-0.06836288305500379,-0.09062866095829257,-0.09378947836873924,-0.10028151785100209,-0.1120667441038109,-0.11279446594561868
