BUF,TB,LV,IND,WAS,CIN,SEA,NO,TEN,MIA,BAL,DET,CAR,ARI,NYJ,CHI,HOU,CLE,DAL,PIT,NE,PHI,DEN,MIN,LA,KC,SF,JAX,ATL,NYG,LAC,GB
0.09443573529306723,0.04473869787902654,0.035797516525770304,0.030710434621440325,0.01677137167384933,0.012952850018033993,0.008639370543049196,0.0012461795437292145,-0.014186583524880822,-0.015522032815177944,-0.01768176405366914,-0.028311176276360178,-0.029801220465517295,-0.03581709561411535,-0.04639969546739635,-0.05222302193746862,-0.05468577355680483,-0.05814123011912216,-0.060716566843095975,-0.06595065399065703,-0.07345786972289096,-0.08662438043979437,-0.08944417969964433,-0.09366486186044183,-0.09813463790676695,-0.1031551841526393,-0.10741986587983968,-0.1076154265059068,-0.13235487927276327,-0.136549742556669,-0.1478071530674956,-0.18387851862073454
