NE,SEA,SF,GB,NYG,DEN,BAL,NO,WAS,ATL,HOU,PIT,CAR,DAL,LAC,MIN,DET,IND,TB,CIN,BUF,LV,CHI,MIA,LA,CLE,TEN,PHI,JAX,NYJ,KC,ARI
0.13505217147270407,0.09758247759986219,0.09303858115282918,0.07859230944695753,0.06607761621093952,0.05567855423766717,0.054263420481823366,0.05286742277489753,0.052197287678274765,0.04780174679127806,0.016531159205309703,0.009075574900020084,0.007465599789018236,0.006111867065981491,-0.0034824561321858977,-0.0035144814727496726,-0.0045148963147967625,-0.013678630971294225,-0.015523248556978274,-0.018255727593856477,-0.024727502385148613,-0.039246289211346645,-0.04510600929730002,-0.04968069690483755,-0.07336576187136246,-0.07950014803586052,-0.09270898263263494,-0.09400858685752606,-0.10620391574259225,-0.10799953072680663,-0.11741878778265917,-0.17012191138690816
