NE,SEA,GB,DEN,ATL,NYG,SF,BAL,PIT,NO,LAC,HOU,WAS,DAL,DET,LV,CAR,MIN,TB,IND,CIN,BUF,CHI,MIA,LA,PHI,TEN,JAX,CLE,NYJ,ARI,KC
0.1381690758982781,0.10568001086545642,0.08865683798487377,0.08765544940106752,0.07284894124362841,0.05092395091892729,0.04950803558519247,0.04473861784411241,0.02330189000431506,0.019828230473142194,0.01212861472250057,0.003997058839143405,-0.0032987602709475677,-0.00963969774956483,-0.030900042668319437,-0.035342892799442804,-0.04801072034743185,-0.060755678363609844,-0.06287140996872087,-0.06353835769960181,-0.07845257179411586,-0.08267968475782991,-0.09072319525621252,-0.09351548724945362,-0.1139029437029542,-0.140064863994398,-0.14112851579323465,-0.15052937899522278,-0.15229253045111013,-0.19346900196289396,-0.20356604200682926,-0.2148633299901403
