SF,WAS,NE,CAR,SEA,MIN,CIN,NYG,BUF,NO,IND,BAL,TB,KC,CLE,NYJ,HOU,CHI,GB,MIA,DET,LA,DAL,DEN,TEN,PHI,JAX,PIT,ATL,LAC,LV,ARI
0.19670341614242098,0.1728392673277071,0.14200330033781763,0.1284769408980171,0.12711785249657792,0.11963073374702454,0.10589280995455198,0.1040516615176586,0.09662784882174179,0.09584205465440801,0.0872765395869498,0.0853357556316166,0.08240281736844551,0.07733076043919362,0.07300322726224698,0.06188210873794553,0.059115293813095875,0.057599671807156576,0.05421905794352248,0.05033050081708659,0.03755367868421637,0.011361244045150709,0.008514277118687796,0.007680083523454881,0.005558364857463818,-0.00553685873277629,-0.0157454668628903,-0.023308294072942007,-0.025965263214223447,-0.034103067086558914,-0.07745559973792164,-0.10854863264727745
