QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
T.Brady,137.74709657761014,0.17502807697282102,0.0821880051179058
M.Ryan,115.72238459552352,0.1522662955204257,0.07991877389193613
P.Manning,109.67387575840885,0.16223946118107818,0.07243981225786582
R.Griffin,79.17195184999103,0.13914227038662746,0.061708458183936894
R.Wilson,70.15147638932345,0.11576151219360305,0.048886046264336895
D.Brees,65.49588821703509,0.09211798624055569,0.047221260430450676
A.Rodgers,69.06052055484749,0.09282328031565522,0.04510811270728118
C.Kaepernick,44.49251991915422,0.12057593474025534,0.03692325304494126
C.Newton,47.245830345268836,0.07291023201430376,0.036681545299121765
B.Roethlisberger,27.375240526819304,0.05378239789158999,0.025801357706709993
M.Schaub,21.84799812438341,0.03170972151579595,0.013732242692887121
T.Romo,14.736161722430502,0.020466891281153476,0.010803637626415324
E.Manning,8.367106018119152,0.014551488727163742,0.006630036464436729
A.Smith,5.104766311238201,0.018495530113181887,0.005840693719952175
J.Flacco,-8.294809370945043,-0.011765687050985876,-0.005070176877105772
A.Luck,-19.49122225123874,-0.0245790948943742,-0.012673096392222846
J.Freeman,-16.73520855289973,-0.02652172512345441,-0.012726394336805879
M.Stafford,-39.48207597582283,-0.04978824208804897,-0.026731263355330284
C.Palmer,-36.14993348024441,-0.05878037964267383,-0.028330668871664896
R.Fitzpatrick,-42.51866637112484,-0.07293081710313008,-0.03316588640493357
R.Tannehill,-49.401286921243845,-0.08636588622595077,-0.038806981085030515
J.Cutler,-48.11537867458192,-0.09342791975646975,-0.03927786014251585
P.Rivers,-51.38151526738206,-0.08520980973031851,-0.0396768457663182
A.Dalton,-56.63585517515591,-0.08620373694848693,-0.04089231420588874
J.Locker,-36.29976569898529,-0.09552569920785603,-0.041965047050850045
S.Bradford,-63.64235732715572,-0.10069993247967678,-0.048250460445152174
C.Ponder,-63.31037232569959,-0.10934433907720137,-0.049268772237898516
B.Weeden,-62.2851715528786,-0.10889016005748008,-0.05117926996949762
M.Hasselbeck,-39.50432875929004,-0.15801731503716016,-0.061342125402624285
M.Vick,-55.484960761539156,-0.12581623755451055,-0.062483063920652206
K.Kolb,-34.098081577553366,-0.15087646715731579,-0.06633868011197153
N.Foles,-45.484957800398014,-0.15061244304767554,-0.0768326989871588
B.Gabbert,-65.51354951660066,-0.20096180833313088,-0.08138329132496977
C.Henne,-71.86093543465161,-0.20129113567129303,-0.08554873266029954
M.Cassel,-70.0558332613767,-0.2168911246482251,-0.08981517084791885
M.Sanchez,-124.44304725280104,-0.24352846820509008,-0.0994748579159081
B.Quinn,-94.7845502161186,-0.3999348110384751,-0.12105306541011315
J.Skelton,-93.58148782274073,-0.42537039919427605,-0.16134739279782884
R.Lindley,-113.75693078253501,-0.6083258330616845,-0.23358712686352157
