BUF,IND,PHI,CLE,SEA,KC,GB,TB,NE,ARI,TEN,BAL,NYJ,CAR,WAS,SF,DAL,LAC,CHI,JAX,PIT,CIN,NYG,LV,NO,DEN,MIN,DET,MIA,ATL,HOU,LA
0.16668230375261645,0.16256688618852266,0.15048331335115445,0.11326715113703166,0.11039585563759856,0.10336684991946798,0.09958134754436337,0.09047225645408566,0.0870208491970762,0.06775635481026142,0.06263819333915047,0.06201235093522882,0.05495387536955472,0.05440064343318663,0.049492073628886905,0.046989808339818306,0.03203602486194227,0.021836186306291222,0.017088434672280335,0.017081868599465012,0.011802458028047337,-0.005867850008606096,-0.006566272101021592,-0.013855037706736559,-0.014660062636061857,-0.0223635263881843,-0.03089134819408542,-0.03263631980793993,-0.05156080291192147,-0.06791278385729002,-0.08436020101435128,-0.10175273942479038
