BAL,CLE,KC,NO,NYJ,LV,NYG,PIT,DAL,BUF,JAX,SF,MIN,TB,DET,CAR,CHI,LA,GB,CIN,LAC,IND,HOU,MIA,SEA,NE,PHI,ATL,DEN,ARI,TEN,WAS
0.12430613305209763,0.10482298154006808,0.08983251423048624,0.08138431245909745,0.053991070767237234,0.05160884231219952,0.045937417044681905,0.029653852132642496,0.025370446322102537,0.02217126418563304,0.0206794529722556,0.014201234899359018,0.0021604551032931526,-0.0031172872750700976,-0.01726224323380551,-0.017288781707280633,-0.017520564254747854,-0.027457997697661017,-0.029514013590367275,-0.032544836822367404,-0.034116065556978804,-0.03882466036668074,-0.04156480309471164,-0.04263457347094688,-0.04527730059435517,-0.04550524499460086,-0.06729116602655223,-0.06750937082219452,-0.06786916459042303,-0.10036643458778502,-0.11480056817721097,-0.1357594826653087
