SF,MIA,BUF,DAL,GB,BAL,DET,PHI,KC,LA,CIN,SEA,HOU,TB,JAX,IND,DEN,TEN,LAC,NO,ARI,MIN,CHI,PIT,ATL,WAS,LV,CLE,CAR,NYG,NE,NYJ
0.1559976582825883,0.13086271055178092,0.13028670198211317,0.11279359942657166,0.11257727322766656,0.10550118556761594,0.1003681832991207,0.09189540101561278,0.07779069824932502,0.07426199044532852,0.07423322267079284,0.05472617246710848,0.052693553043695565,0.0405834561624091,0.035348325070369155,0.03208773412316724,0.03056706084583042,0.028027001318847437,0.01898129554777432,0.013229813331278789,0.010518373312259861,0.007637937175229516,-0.006828149336895066,-0.018080511568947535,-0.02475292390568737,-0.025603704268292116,-0.0272770797224771,-0.04611693887071483,-0.0675062331015848,-0.10973822466153546,-0.1215232160517257,-0.12237711235132573
