DEN,LAC,NE,SF,SEA,PIT,PHI,NO,IND,CAR,CHI,ATL,GB,KC,MIA,DAL,CIN,DET,ARI,BAL,TEN,LA,MIN,TB,CLE,LV,NYJ,JAX,BUF,NYG,WAS,HOU
0.1744769146675068,0.14347984558630067,0.08627806677246723,0.07587601036095826,0.048987857598110016,0.02913492036578587,0.026342545157815436,0.021971157758313972,0.011253063792034293,0.004218026064282621,0.002789548141919715,-0.0024920609688178705,-0.007499889307383684,-0.021427242842044905,-0.026993785873511783,-0.027376844212892326,-0.029858137488303696,-0.03533035579218483,-0.03597641126969665,-0.03665900851051947,-0.053772464538626705,-0.05737825487677167,-0.09609166666426687,-0.09891112670361678,-0.12932594611051362,-0.13187131649169542,-0.14759336170563822,-0.14848347202194753,-0.1574566044940533,-0.16675684811207056,-0.1784182157668216,-0.18571994702977515
