DEN,LAC,NE,SF,PHI,SEA,IND,NO,CAR,CHI,GB,ATL,DAL,PIT,KC,TEN,MIA,CIN,MIN,ARI,DET,LA,BAL,TB,LV,BUF,CLE,NYJ,WAS,JAX,HOU,NYG
0.1316329064712602,0.11324135583415225,0.08119403647887387,0.06226956388626054,0.06138346346004374,0.05089146954033887,0.0508694017895993,0.04143413561408567,0.040610528288185205,0.033804242330590775,0.029016817287701245,0.02418823288195026,0.02404453309356605,0.018357025902627222,0.016023891776474536,0.0029115895904985502,-0.00628588061361739,-0.011399754580329527,-0.016685290198917825,-0.017814112276707664,-0.025927317328524446,-0.042415412394637295,-0.05178633968545786,-0.05681662545285235,-0.06675001460373005,-0.07374315997506245,-0.07405298579697486,-0.08193994338658954,-0.09841968476280133,-0.10980359437001252,-0.11285467836324081,-0.14030421615728253
