SEA,ARI,SF,CIN,KC,CAR,NYG,NO,BAL,LA,BUF,MIA,DET,PIT,PHI,TB,DEN,HOU,CLE,NE,IND,NYJ,WAS,DAL,LV,TEN,GB,MIN,LAC,JAX,CHI,ATL
0.13948869972168496,0.09275033638426126,0.08539811583781276,0.08513265496305726,0.07659058456340671,0.054137010635486545,0.05308967894004265,0.05113316261655929,0.035397504167515824,0.03307062303742975,0.02435391832052226,0.02258256898079104,0.01498952798136167,0.0098828512157883,0.008693311468040772,0.0082550586621429,0.0017808543689690898,-0.0005699540661950747,-0.00436640503590068,-0.008883006084231006,-0.01090362854069869,-0.014645731239348647,-0.01663550074373771,-0.02798589981782314,-0.03426059181367889,-0.035189674748736986,-0.04543974111773177,-0.04821416812907235,-0.055521239629916466,-0.058330371768897084,-0.0740306644854514,-0.08172573032466726
