SEA,SF,DEN,CAR,KC,NO,ARI,CIN,NE,PHI,LAC,IND,PIT,MIA,DAL,LA,DET,BAL,GB,TEN,CHI,TB,BUF,ATL,MIN,CLE,NYG,NYJ,LV,HOU,WAS,JAX
0.19038016926202384,0.1476676797240733,0.13341376084022927,0.09474753892367174,0.09261447633988125,0.09256729823064497,0.0749362241075536,0.07373290038272773,0.07231103039464286,0.0700767749280845,0.05772011620423578,0.039965773248900605,0.028239877118415524,0.01629668836717365,-0.00394136672425709,-0.009344789357207547,-0.010937789347162776,-0.016388835517942034,-0.016422923830030522,-0.032278085158238434,-0.04022642215486062,-0.04856156679070945,-0.049389241654540186,-0.057537497442717,-0.06489945832799018,-0.07841939083287554,-0.08721453721723987,-0.09658567462593819,-0.10101060641740894,-0.11342463242943589,-0.11505518550653904,-0.1681339661389096
