SF,NE,NYJ,DAL,BUF,CIN,WAS,NO,BAL,PHI,IND,HOU,DEN,TB,CAR,GB,TEN,LAC,JAX,LA,ARI,MIA,MIN,PIT,LV,CLE,SEA,KC,DET,ATL,NYG,CHI
0.08010595066368363,0.0676851555228973,0.053550752752720684,0.03730302545556075,0.021379050972071677,0.018092377716135206,0.01772345078050923,0.010842000144985459,0.00897993209004087,0.0025535083550508528,-0.005795836782114407,-0.008135732579735135,-0.00825405836849226,-0.008621713628268163,-0.020399566068775105,-0.021404619443953422,-0.022078984698027045,-0.028073804279617105,-0.029574810799287806,-0.03274341756056932,-0.036065411993570516,-0.037323320963292966,-0.03946423184173735,-0.04075358117494993,-0.04308637010191253,-0.04511698361568163,-0.04959137073166508,-0.057826070078160374,-0.06081208623816873,-0.07064134993848925,-0.072429204782841,-0.08487999913268154
