SF,BUF,KC,CIN,PHI,DAL,BAL,JAX,MIA,NE,DET,WAS,GB,CLE,NYJ,NYG,LV,NO,SEA,LAC,PIT,TB,CAR,MIN,ATL,TEN,DEN,LA,ARI,CHI,HOU,IND
0.1640947484526986,0.14163128045508908,0.10182060442664578,0.09561625552953518,0.08650666350843206,0.08311248232980406,0.05274638201885219,0.036230417894610276,0.03283126399002495,0.028553263909306945,0.01133113033571665,-0.002754757030886096,-0.002861299734154353,-0.005257155050793778,-0.0059338063489514856,-0.0073348942685508844,-0.008808002820474808,-0.011623741696717982,-0.01196845133005904,-0.0183548970066819,-0.020639830017218946,-0.023873304682412937,-0.027806306276219314,-0.031972021589330823,-0.03960530676841577,-0.043381645614671074,-0.060018756784427044,-0.06735121916421885,-0.0773604727245597,-0.09334651396725202,-0.1085200213240976,-0.11165849847604398
