KC,BUF,SF,PHI,CIN,DET,MIA,JAX,NYG,DAL,BAL,CLE,SEA,LV,ATL,PIT,GB,LAC,MIN,CAR,CHI,TB,WAS,TEN,NO,LA,NE,ARI,DEN,NYJ,HOU,IND
0.15964667450480616,0.12025222948301739,0.083988797789015,0.0839531551533812,0.07752387781339998,0.07214321657388538,0.07015458495331792,0.06580522869389809,0.06509431051429011,0.0458094568742433,0.04376644992881132,0.03985982856488785,0.03762291940160604,0.034278367281437724,0.031036043170073482,0.02011375115773098,0.01854331970979907,0.009718907272935205,0.007492210252406529,-0.00740674020744421,-0.00846651483457047,-0.015251591054144774,-0.020478207811395324,-0.021302660916644026,-0.02246574184170344,-0.03460780160364953,-0.03913189161359036,-0.041295060730989194,-0.051764698415934784,-0.05948455910167217,-0.10038428874436248,-0.10586266169392956
