SF,WAS,TEN,BUF,NE,BAL,PIT,TB,DAL,IND,DEN,MIA,JAX,CIN,NO,MIN,LV,LA,CAR,NYJ,ARI,ATL,HOU,KC,SEA,PHI,CHI,GB,DET,CLE,LAC,NYG
0.07220432841726443,0.0544788936373404,0.04584307262401616,0.03739205470730561,0.036957825764457816,0.03118779635403071,0.022237175740236793,0.020571933834396164,0.00994119820409893,0.00353403713842064,0.0034895321280797933,-0.011642462652142263,-0.012605659940855357,-0.012632073962814221,-0.020233329885865164,-0.022103472775751226,-0.023173530625495868,-0.03232199573588106,-0.03505054733565223,-0.03972624039673281,-0.055145122633202884,-0.0574027018149572,-0.05975444287950135,-0.06033734217671618,-0.07660614389316198,-0.09473852848957302,-0.09498301744260956,-0.12365426309306307,-0.1237379621328445,-0.13837582718613764,-0.13938618273464803,-0.15027775027415918
