Player,POS,TM,GP,Total EPA,EPA per Game,EPA per Play ( all plays contributed ),EPA per Play ( all offense ),Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Lamar Jackson,QB,['BAL'],19,212.6463,11.1919,0.3127,0.139,195.0241,0.5572,0.375,17.6223,0.1101,0,0,0
Josh Allen,QB,['BUF'],19,205.1718,10.7985,0.2948,0.1285,144.4114,0.3956,0.2556,60.7604,0.4638,0,0,0
Jared Goff,QB,['DET'],18,164.6481,9.1471,0.2673,0.1113,164.5228,0.3984,0.2841,-1.6654,-0.0463,1.7907517233722123,1.7907517233722123,1.7907517233722123
Jayden Daniels,QB,['WAS'],20,159.7738,7.9887,0.2056,0.0948,98.7523,0.2432,0.1662,61.0215,0.3335,0,0,0
Joe Burrow,QB,['CIN'],17,141.5699,8.3276,0.204,0.1011,124.4004,0.2704,0.1908,17.1694,0.4088,0,0,0
Baker Mayfield,QB,['TB'],18,126.3052,7.017,0.1928,0.0865,128.7912,0.3052,0.219,-2.486,-0.0371,0,0,0
Patrick Mahomes,QB,['KC'],18,119.0639,6.6147,0.1679,0.0781,93.8866,0.2204,0.1486,25.6154,0.337,-0.43814390971390305,-0.43814390971390305,-0.43814390971390305
Brock Purdy,QB,['SF'],15,102.5983,6.8399,0.1969,0.0771,84.7412,0.2825,0.1862,17.8571,0.2706,0,0,0
Jalen Hurts,QB,['PHI'],18,96.6341,5.3686,0.1603,0.0583,48.0943,0.1625,0.1118,48.5397,0.2806,0,0,0
Kyler Murray,QB,['ARI'],17,89.2799,5.2518,0.1442,0.0665,71.8982,0.1933,0.1329,17.3817,0.2228,0,0,0
Tua Tagovailoa,QB,['MIA'],11,78.3941,7.1267,0.1884,0.0568,78.2345,0.2688,0.1961,0.1596,0.0094,0,0,0
Jordan Love,QB,['GB'],16,75.2545,4.7034,0.1552,0.053,68.9272,0.2393,0.1505,6.3273,0.2343,0,0,0
Bo Nix,QB,['DEN'],18,56.5995,3.1444,0.0825,0.0398,28.5924,0.0735,0.0485,24.1623,0.2517,3.8448140880994517,3.8448140880994517,3.8448140880994517
Matthew Stafford,QB,['LA'],18,50.005,2.7781,0.0804,0.0336,58.186,0.1511,0.099,-8.181,-0.2406,0,0,0
Justin Herbert,QB,['LAC'],18,49.684,2.7602,0.0821,0.0356,45.0594,0.1302,0.0841,4.6246,0.067,0,0,0
Derek Carr,QB,['NO'],10,43.0374,4.3037,0.1454,0.032,44.5942,0.2359,0.1598,-1.5568,-0.0916,0,0,0
Sam Darnold,QB,['MIN'],18,25.0012,1.389,0.0381,0.0171,24.0477,0.0623,0.0411,0.9534,0.0134,0,0,0
Geno Smith,QB,['SEA'],17,24.2742,1.4279,0.0385,0.0177,23.6436,0.0581,0.0409,0.6306,0.0119,0,0,0
Trevor Lawrence,QB,['JAX'],10,19.542,1.9542,0.063,0.0152,10.0342,0.0583,0.0353,9.5078,0.3657,0,0,0
Malik Willis,QB,['GB'],6,18.4676,3.0779,0.2496,0.013,15.1582,0.379,0.2807,3.3094,0.1655,0,0,0
Kirk Cousins,QB,['ATL'],14,18.0152,1.2868,0.0378,0.0129,34.7904,0.1148,0.0768,-16.7752,-0.7294,0,0,0
Marcus Mariota,QB,['WAS'],5,16.6138,3.3228,0.2596,0.0099,18.8003,0.553,0.4273,-2.1865,-0.1093,0,0,0
Aaron Rodgers,QB,['NYJ'],17,13.6619,0.8036,0.0225,0.0104,9.6443,0.0262,0.0165,4.0176,0.1826,0,0,0
Justin Fields,QB,['PIT'],11,12.9678,1.1789,0.0579,0.0089,9.6279,0.0908,0.0594,3.34,0.0539,0,0,0
Tyrod Taylor,QB,['NYJ'],2,10.884,5.442,0.4354,0.0083,11.5199,0.6776,0.5236,-0.6359,-0.212,0,0,0
Tanner McKee,QB,['PHI'],2,10.4294,5.2147,0.2086,0.0063,13.5888,0.453,0.302,-3.1594,-0.6319,0,0,0
Michael Penix Jr.,QB,['ATL'],5,9.347,1.8694,0.0835,0.0067,8.8423,0.145,0.0842,0.5048,0.0721,0,0,0
Joe Milton III,QB,['NE'],1,8.1606,8.1606,0.2092,0.006,11.618,0.5281,0.4006,-3.4574,-0.3457,0,0,0
Nick Mullens,QB,['MIN'],4,4.8323,1.2081,0.9665,0.0033,4.8865,2.4432,2.4432,-0.0542,-0.0181,0,0,0
Jimmy Garoppolo,QB,['LA'],1,3.7882,3.7882,0.0881,0.0025,5.7567,0.2132,0.1404,-1.9685,-0.9843,0,0,0
Kenny Pickett,QB,['PHI'],6,1.1492,0.1915,0.0217,0.0007,2.6812,0.1072,0.0638,-1.532,-0.1393,0,0,0
Jameis Winston,QB,['CLE'],11,0.8456,0.0769,0.0026,0.0006,-16.5571,-0.0915,-0.0559,17.4028,0.6961,0,0,0
Joshua Dobbs,QB,['SF'],2,0.6125,0.3062,0.0109,0.0005,4.0326,0.126,0.0858,-3.4202,-0.38,0,0,0
Tyson Bagent,QB,['CHI'],4,-0.2525,-0.0631,-0.0316,-0.0002,0.3547,0.1774,0.1774,-0.6072,-0.1012,0,0,0
Mac Jones,QB,['JAX'],10,-0.5679,-0.0568,-0.002,-0.0004,-1.7752,-0.0104,-0.0068,1.2073,0.0431,0,0,0
Dak Prescott,QB,['DAL'],8,-0.8251,-0.1031,-0.0028,-0.0006,-5.2336,-0.0283,-0.0183,4.4086,0.3391,0,0,0
Aidan O'Connell,QB,['LV'],9,-3.9726,-0.4414,-0.015,-0.0029,4.7931,0.0311,0.0197,-8.7657,-0.4174,0,0,0
Bryce Young,QB,['CAR'],14,-4.5459,-0.3247,-0.0106,-0.0034,-19.3752,-0.0828,-0.0505,14.8294,0.3449,0,0,0
Mason Rudolph,QB,['TEN'],8,-4.9176,-0.6147,-0.0194,-0.0036,-9.713,-0.0665,-0.0426,4.7954,0.1918,0,0,0
Josh Johnson,QB,['BAL'],4,-5.044,-1.261,-0.7206,-0.0033,-1.7178,-0.8589,-0.5726,-3.3262,-0.8315,0,0,0
Taylor Heinicke,QB,['LAC'],4,-5.585,-1.3962,-0.7979,-0.004,-5.9803,-1.9934,-1.1961,0.3953,0.1977,0,0,0
Hendon Hooker,QB,['DET'],3,-6.0753,-2.0251,-0.434,-0.0041,-2.6478,-0.4413,-0.2942,-3.4275,-0.6855,0,0,0
Davis Mills,QB,['HOU'],4,-6.0946,-1.5237,-0.1563,-0.0039,-4.8735,-0.2437,-0.1354,-1.2211,-0.407,0,0,0
Kyle Trask,QB,['TB'],3,-6.7746,-2.2582,-1.1291,-0.0046,0.2149,0.2149,0.2149,-6.9895,-1.3979,0,0,0
Mike White,QB,['BUF'],1,-7.5359,-7.5359,-0.6851,-0.0047,-7.5359,-2.512,-0.6851,0.0,0.0,0,0,0
Mitchell Trubisky,QB,['BUF'],9,-7.6363,-0.8485,-0.166,-0.0048,8.7006,0.4579,0.3346,-16.3369,-0.8168,0,0,0
Russell Wilson,QB,['PIT'],12,-8.0894,-0.6741,-0.0197,-0.0056,-0.189,-0.0008,-0.0005,-7.9005,-0.1717,0,0,0
Carson Wentz,QB,['KC'],2,-8.8831,-4.4415,-0.4038,-0.0058,-5.4858,-0.4572,-0.2887,-3.3972,-1.1324,0,0,0
Anthony Richardson,QB,['IND'],11,-8.931,-0.8119,-0.0254,-0.0066,-31.2864,-0.2483,-0.1185,23.3426,0.2714,-0.9872985052547267,-0.9872985052547267,-0.9872985052547267
Trey Lance,QB,['DAL'],4,-11.5379,-2.8845,-0.2219,-0.008,-9.8158,-0.3926,-0.2394,-1.7221,-0.1566,0,0,0
Brandon Allen,QB,['SF'],3,-11.6873,-3.8958,-0.3542,-0.0088,-10.7417,-0.6319,-0.3581,-0.9456,-0.3152,0,0,0
Clayton Tune,QB,['ARI'],5,-11.8495,-2.3699,-1.3166,-0.0088,-1.1977,-0.5988,-0.5988,-10.6519,-1.5217,0,0,0
Tommy DeVito,QB,['NYG'],2,-11.9881,-5.994,-0.2305,-0.0086,-9.5886,-0.3093,-0.2179,-2.3995,-0.2999,0,0,0
Drake Maye,QB,['NE'],13,-13.6167,-1.0474,-0.0347,-0.0101,-33.4427,-0.1486,-0.0989,19.8259,0.3671,0,0,0
Tim Boyle,QB,['MIA' 'NYG'],3,-14.3762,-4.7921,-0.2712,-0.0052,-15.167,-0.5617,-0.3033,0.7908,0.2636,0,0,0
Joe Flacco,QB,['IND'],7,-15.3732,-2.1962,-0.0598,-0.0114,-8.506,-0.0525,-0.0343,-6.8672,-0.763,0,0,0
Sam Howell,QB,['SEA'],1,-15.4746,-15.4746,-1.0316,-0.0113,-14.8175,-2.9635,-1.0584,-0.6571,-0.6571,0,0,0
Jake Haener,QB,['NO'],8,-15.8985,-1.9873,-0.318,-0.0118,-14.1496,-0.7861,-0.3628,-1.7489,-0.159,0,0,0
Skylar Thompson,QB,['MIA'],2,-16.7388,-8.3694,-0.4923,-0.0121,-14.3283,-0.6823,-0.4342,-2.4105,-2.4105,0,0,0
Bailey Zappe,QB,['CLE'],1,-18.0452,-18.0452,-0.5468,-0.0125,-17.9363,-1.121,-0.5786,-0.1089,-0.0544,0,0,0
Tyler Huntley,QB,['MIA'],5,-20.4197,-4.0839,-0.1284,-0.0148,-19.968,-0.2322,-0.1501,-0.4517,-0.0174,0,0,0
C.J. Stroud,QB,['HOU'],19,-20.7591,-1.0926,-0.0315,-0.0134,-19.2416,-0.051,-0.0324,-0.7615,-0.0119,-0.7559855179177337,0,-0.7559855179177337
Daniel Jones,QB,['NYG'],10,-21.98,-2.198,-0.0539,-0.0158,-30.9235,-0.1432,-0.0907,8.9435,0.1335,0,0,0
Desmond Ridder,QB,['LV'],5,-23.9884,-4.7977,-0.2552,-0.0174,-25.3326,-0.4872,-0.298,1.3442,0.1494,0,0,0
Andy Dalton,QB,['CAR'],6,-26.5481,-4.4247,-0.1553,-0.02,-22.8631,-0.2157,-0.1429,-3.6851,-0.335,0,0,0
Drew Lock,QB,['NYG'],7,-27.4641,-3.9234,-0.138,-0.0198,-39.0646,-0.3651,-0.2158,11.6005,0.6445,0,0,0
Caleb Williams,QB,['CHI'],17,-29.4781,-1.734,-0.0458,-0.021,-41.3704,-0.1179,-0.0736,11.8923,0.1468,0,0,0
Jacoby Brissett,QB,['NE'],7,-39.2849,-5.6121,-0.2232,-0.0291,-41.6882,-0.4388,-0.2589,2.4034,0.1602,0,0,0
Cooper Rush,QB,['DAL'],12,-45.0566,-3.7547,-0.1349,-0.0311,-26.8326,-0.1435,-0.0871,-18.224,-0.7009,0,0,0
Gardner Minshew,QB,['LV'],10,-52.5885,-5.2588,-0.1618,-0.0381,-45.108,-0.2222,-0.1474,-7.4804,-0.3937,0,0,0
Spencer Rattler,QB,['NO'],7,-58.7867,-8.3981,-0.239,-0.0437,-73.3338,-0.5641,-0.3216,14.547,0.8082,0,0,0
Deshaun Watson,QB,['CLE'],7,-69.9573,-9.9939,-0.2832,-0.0484,-67.9862,-0.4962,-0.3148,-1.9711,-0.0636,0,0,0
Dorian Thompson-Robinson,QB,['CLE'],6,-71.8359,-11.9727,-0.5168,-0.0497,-77.2168,-1.2658,-0.6544,5.3809,0.2562,0,0,0
Will Levis,QB,['TEN'],12,-82.9174,-6.9098,-0.2396,-0.0609,-66.743,-0.3513,-0.2217,-16.1744,-0.3594,0,0,0
