LA,KC,GB,ARI,MIN,TB,NE,DAL,SF,BUF,WAS,IND,LAC,DEN,LV,TEN,BAL,PHI,CLE,CIN,MIA,PIT,SEA,ATL,NYG,NYJ,NO,JAX,CHI,DET,CAR,HOU
0.11735660787705028,0.09666296747416706,0.09413513597675616,0.0857185207794222,0.07533764378860512,0.07459573209495496,0.07091825383701574,0.06556590435659951,0.053514931238771865,0.02912436145773892,0.028635060405186374,0.023387283996246643,0.022390385656198324,0.014226295163131931,0.005572747769612148,0.0011850370272377033,-0.00896251779798529,-0.01922324787268253,-0.023424311746253652,-0.028902964797318166,-0.03403653991277876,-0.03447276597835947,-0.03777034337452792,-0.04913496859806709,-0.05541279002307363,-0.060255921508353086,-0.06643967541658213,-0.11000483689979608,-0.13385851198189605,-0.13393339225007192,-0.15589358900404854,-0.16733394739389432
